START,END,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-09-02,2020-09-03,MARCY,0,0,0,0,0,0
2020-09-02,2020-09-03,MIDSTATE,2,0,1,1,0,0
2020-09-02,2020-09-03,MOHAWK,0,0,1,-1,0,0
2020-09-02,2020-09-03,MORIAH,0,0,0,0,0,0
2020-09-02,2020-09-03,OGDENSBURG,0,0,0,0,0,0
2020-09-02,2020-09-03,ORLEANS,0,0,1,-1,0,0
2020-09-02,2020-09-03,OTISVILLE,0,0,0,0,0,0
2020-09-02,2020-09-03,QUEENSBORO,0,0,0,0,0,0
2020-09-02,2020-09-03,RIVERVIEW,0,0,0,0,0,0
2020-09-02,2020-09-03,ROCHESTER,0,0,0,0,0,0
2020-09-02,2020-09-03,SHAWANGUNK,0,0,0,0,0,0
2020-09-02,2020-09-03,SING SING,0,0,0,0,0,0
2020-09-02,2020-09-03,SOUTHPORT,0,0,0,0,0,0
2020-09-02,2020-09-03,SULLIVAN,0,0,0,0,0,0
2020-09-02,2020-09-03,TACONIC,0,0,0,0,0,0
2020-09-02,2020-09-03,ULSTER,0,0,0,0,0,0
2020-09-02,2020-09-03,UPSTATE,0,0,0,0,0,0
2020-09-02,2020-09-03,WALLKILL,0,0,0,0,0,0
2020-09-02,2020-09-03,WASHINGTON,0,0,0,0,0,0
2020-09-02,2020-09-03,WATERTOWN,0,0,0,0,0,0
2020-09-02,2020-09-03,WENDE,0,0,0,0,0,0
2020-09-02,2020-09-03,WILLARD,0,0,0,0,0,0
2020-09-02,2020-09-03,WOODBOURNE,0,0,0,0,0,0
2020-09-02,2020-09-03,WYOMING,0,0,0,0,0,0
2020-08-31,2020-09-02,DOCCS,11,0,5,6,0,0
2020-08-31,2020-09-02,ADIRONDACK,0,0,0,0,0,0
2020-08-31,2020-09-02,ALBION,0,0,0,0,0,0
2020-08-31,2020-09-02,ALTONA,0,0,0,0,0,0
2020-08-31,2020-09-02,ATTICA,0,0,0,0,0,0
2020-08-31,2020-09-02,AUBURN,0,0,1,-1,0,0
2020-08-31,2020-09-02,BARE HILL,0,0,0,0,0,0
2020-08-31,2020-09-02,BEDFORD HILL,0,0,0,0,0,0
2020-08-31,2020-09-02,CAPE VINCENT,0,0,1,-1,0,0
2020-08-31,2020-09-02,CAYUGA,1,0,0,1,0,0
2020-08-31,2020-09-02,CLINTON,0,0,0,0,0,0
2020-08-31,2020-09-02,COLLINS,0,0,0,0,0,0
2020-08-31,2020-09-02,COXSACKIE,0,0,0,0,0,0
2020-08-31,2020-09-02,DOWNSTATE,1,0,0,1,0,0
2020-08-31,2020-09-02,EASTERN,0,0,0,0,0,0
2020-08-31,2020-09-02,EDGECOMBE,0,0,0,0,0,0
2020-08-31,2020-09-02,ELMIRA,0,0,0,0,0,0
2020-08-31,2020-09-02,FISHKILL,0,0,-1,1,0,0
2020-08-31,2020-09-02,FIVE POINTS,0,0,0,0,0,0
2020-08-31,2020-09-02,FRANKLIN,0,0,0,0,0,0
2020-08-31,2020-09-02,GOUVERNEUR,0,0,0,0,0,0
2020-08-31,2020-09-02,GOWANDA,0,0,0,0,0,0
2020-08-31,2020-09-02,GREAT MEADOW,0,0,0,0,0,0
2020-08-31,2020-09-02,GREEN HAVEN,0,0,0,0,0,0
2020-08-31,2020-09-02,GREENE,1,0,0,1,0,0
2020-08-31,2020-09-02,GROVELAND,1,0,1,0,0,0
2020-08-31,2020-09-02,HALE CREEK,0,0,0,0,0,0
2020-08-31,2020-09-02,HUDSON,0,0,0,0,0,0
2020-08-31,2020-09-02,LAKEVIEW,1,0,0,1,0,0
2020-08-31,2020-09-02,MARCY,0,0,0,0,0,0
2020-08-31,2020-09-02,MIDSTATE,2,0,1,1,0,0
2020-08-31,2020-09-02,MOHAWK,1,0,0,1,0,0
2020-08-31,2020-09-02,MORIAH,0,0,0,0,0,0
2020-08-31,2020-09-02,OGDENSBURG,0,0,0,0,0,0
2020-08-31,2020-09-02,ORLEANS,0,0,0,0,0,0
2020-08-31,2020-09-02,OTISVILLE,0,0,1,-1,0,0
2020-08-31,2020-09-02,QUEENSBORO,0,0,0,0,0,0
2020-08-31,2020-09-02,RIVERVIEW,0,0,0,0,0,0
2020-08-31,2020-09-02,ROCHESTER,0,0,0,0,0,0
2020-08-31,2020-09-02,SHAWANGUNK,0,0,0,0,0,0
2020-08-31,2020-09-02,SING SING,0,0,0,0,0,0
2020-08-31,2020-09-02,SOUTHPORT,0,0,0,0,0,0
2020-08-31,2020-09-02,SULLIVAN,2,0,1,1,0,0
2020-08-31,2020-09-02,TACONIC,0,0,0,0,0,0
2020-08-31,2020-09-02,ULSTER,0,0,0,0,0,0
2020-08-31,2020-09-02,UPSTATE,0,0,0,0,0,0
2020-08-31,2020-09-02,WALLKILL,0,0,0,0,0,0
2020-08-31,2020-09-02,WASHINGTON,0,0,0,0,0,0
2020-08-31,2020-09-02,WATERTOWN,0,0,0,0,0,0
2020-08-31,2020-09-02,WENDE,0,0,0,0,0,0
2020-08-31,2020-09-02,WILLARD,0,0,0,0,0,0
2020-08-31,2020-09-02,WOODBOURNE,1,0,0,1,0,0
2020-08-31,2020-09-02,WYOMING,0,0,0,0,0,0
2020-08-30,2020-08-31,DOCCS,9,0,13,-4,0,0
2020-08-30,2020-08-31,ADIRONDACK,0,0,0,0,0,0
2020-08-30,2020-08-31,ALBION,0,0,0,0,0,0
2020-08-30,2020-08-31,ALTONA,0,0,0,0,0,0
2020-08-30,2020-08-31,ATTICA,0,0,1,-1,0,0
2020-08-30,2020-08-31,AUBURN,3,0,2,1,0,0
2020-08-30,2020-08-31,BARE HILL,0,0,0,0,0,0
2020-08-30,2020-08-31,BEDFORD HILL,0,0,0,0,0,0
2020-08-30,2020-08-31,CAPE VINCENT,1,0,0,1,0,0
2020-08-30,2020-08-31,CAYUGA,0,0,0,0,0,0
2020-08-30,2020-08-31,CLINTON,0,0,2,-2,0,0
2020-08-30,2020-08-31,COLLINS,0,0,0,0,0,0
2020-08-30,2020-08-31,COXSACKIE,0,0,0,0,0,0
2020-08-30,2020-08-31,DOWNSTATE,0,0,0,0,0,0
2020-08-30,2020-08-31,EASTERN,0,0,0,0,0,0
2020-08-30,2020-08-31,EDGECOMBE,0,0,0,0,0,0
2020-08-30,2020-08-31,ELMIRA,0,0,0,0,0,0
2020-08-30,2020-08-31,FISHKILL,0,0,0,0,0,0
2020-08-30,2020-08-31,FIVE POINTS,0,0,0,0,0,0
2020-08-30,2020-08-31,FRANKLIN,0,0,1,-1,0,0
2020-08-30,2020-08-31,GOUVERNEUR,0,0,0,0,0,0
2020-08-30,2020-08-31,GOWANDA,0,0,0,0,0,0
2020-08-30,2020-08-31,GREAT MEADOW,0,0,0,0,0,0
2020-08-30,2020-08-31,GREEN HAVEN,0,0,0,0,0,0
2020-08-30,2020-08-31,GREENE,1,0,0,1,0,0
2020-08-30,2020-08-31,GROVELAND,0,0,0,0,0,0
2020-08-30,2020-08-31,HALE CREEK,0,0,0,0,0,0
2020-08-30,2020-08-31,HUDSON,0,0,0,0,0,0
2020-08-30,2020-08-31,LAKEVIEW,0,0,0,0,0,0
2020-08-30,2020-08-31,MARCY,0,0,0,0,0,0
2020-08-30,2020-08-31,MIDSTATE,0,0,0,0,0,0
2020-08-30,2020-08-31,MOHAWK,0,0,1,-1,0,0
2020-08-30,2020-08-31,MORIAH,0,0,0,0,0,0
2020-08-30,2020-08-31,OGDENSBURG,0,0,0,0,0,0
2020-08-30,2020-08-31,ORLEANS,0,0,0,0,0,0
2020-08-30,2020-08-31,OTISVILLE,1,0,0,1,0,0
2020-08-30,2020-08-31,QUEENSBORO,2,0,2,0,0,0
2020-08-30,2020-08-31,RIVERVIEW,1,0,4,-3,0,0
2020-08-30,2020-08-31,ROCHESTER,0,0,0,0,0,0
2020-08-30,2020-08-31,SHAWANGUNK,0,0,0,0,0,0
2020-08-30,2020-08-31,SING SING,0,0,0,0,0,0
2020-08-30,2020-08-31,SOUTHPORT,0,0,0,0,0,0
2020-08-30,2020-08-31,SULLIVAN,0,0,0,0,0,0
2020-08-30,2020-08-31,TACONIC,0,0,0,0,0,0
2020-08-30,2020-08-31,ULSTER,0,0,0,0,0,0
2020-08-30,2020-08-31,UPSTATE,0,0,0,0,0,0
2020-08-30,2020-08-31,WALLKILL,0,0,0,0,0,0
2020-08-30,2020-08-31,WASHINGTON,0,0,0,0,0,0
2020-08-30,2020-08-31,WATERTOWN,0,0,0,0,0,0
2020-08-30,2020-08-31,WENDE,0,0,0,0,0,0
2020-08-30,2020-08-31,WILLARD,0,0,0,0,0,0
2020-08-30,2020-08-31,WOODBOURNE,0,0,0,0,0,0
2020-08-30,2020-08-31,WYOMING,0,0,0,0,0,0
2020-08-29,2020-08-30,DOCCS,0,0,0,0,0,0
2020-08-29,2020-08-30,ADIRONDACK,0,0,0,0,0,0
2020-08-29,2020-08-30,ALBION,0,0,0,0,0,0
2020-08-29,2020-08-30,ALTONA,0,0,0,0,0,0
2020-08-29,2020-08-30,ATTICA,0,0,0,0,0,0
2020-08-29,2020-08-30,AUBURN,0,0,0,0,0,0
2020-08-29,2020-08-30,BARE HILL,0,0,0,0,0,0
2020-08-29,2020-08-30,BEDFORD HILL,0,0,0,0,0,0
2020-08-29,2020-08-30,CAPE VINCENT,0,0,0,0,0,0
2020-08-29,2020-08-30,CAYUGA,0,0,0,0,0,0
2020-08-29,2020-08-30,CLINTON,0,0,0,0,0,0
2020-08-29,2020-08-30,COLLINS,0,0,0,0,0,0
2020-08-29,2020-08-30,COXSACKIE,0,0,0,0,0,0
2020-08-29,2020-08-30,DOWNSTATE,0,0,0,0,0,0
2020-08-29,2020-08-30,EASTERN,0,0,0,0,0,0
2020-08-29,2020-08-30,EDGECOMBE,0,0,0,0,0,0
2020-08-29,2020-08-30,ELMIRA,0,0,0,0,0,0
2020-08-29,2020-08-30,FISHKILL,0,0,0,0,0,0
2020-08-29,2020-08-30,FIVE POINTS,0,0,0,0,0,0
2020-08-29,2020-08-30,FRANKLIN,0,0,0,0,0,0
2020-08-29,2020-08-30,GOUVERNEUR,0,0,0,0,0,0
2020-08-29,2020-08-30,GOWANDA,0,0,0,0,0,0
2020-08-29,2020-08-30,GREAT MEADOW,0,0,0,0,0,0
2020-08-29,2020-08-30,GREEN HAVEN,0,0,0,0,0,0
2020-08-29,2020-08-30,GREENE,0,0,0,0,0,0
2020-08-29,2020-08-30,GROVELAND,0,0,0,0,0,0
2020-08-29,2020-08-30,HALE CREEK,0,0,0,0,0,0
2020-08-29,2020-08-30,HUDSON,0,0,0,0,0,0
2020-08-29,2020-08-30,LAKEVIEW,0,0,0,0,0,0
2020-08-29,2020-08-30,MARCY,0,0,0,0,0,0
2020-08-29,2020-08-30,MIDSTATE,0,0,0,0,0,0
2020-08-29,2020-08-30,MOHAWK,0,0,0,0,0,0
2020-08-29,2020-08-30,MORIAH,0,0,0,0,0,0
2020-08-29,2020-08-30,OGDENSBURG,0,0,0,0,0,0
2020-08-29,2020-08-30,ORLEANS,0,0,0,0,0,0
2020-08-29,2020-08-30,OTISVILLE,0,0,0,0,0,0
2020-08-29,2020-08-30,QUEENSBORO,0,0,0,0,0,0
2020-08-29,2020-08-30,RIVERVIEW,0,0,0,0,0,0
2020-08-29,2020-08-30,ROCHESTER,0,0,0,0,0,0
2020-08-29,2020-08-30,SHAWANGUNK,0,0,0,0,0,0
2020-08-29,2020-08-30,SING SING,0,0,0,0,0,0
2020-08-29,2020-08-30,SOUTHPORT,0,0,0,0,0,0
2020-08-29,2020-08-30,SULLIVAN,0,0,0,0,0,0
2020-08-29,2020-08-30,TACONIC,0,0,0,0,0,0
2020-08-29,2020-08-30,ULSTER,0,0,0,0,0,0
2020-08-29,2020-08-30,UPSTATE,0,0,0,0,0,0
2020-08-29,2020-08-30,WALLKILL,0,0,0,0,0,0
2020-08-29,2020-08-30,WASHINGTON,0,0,0,0,0,0
2020-08-29,2020-08-30,WATERTOWN,0,0,0,0,0,0
2020-08-29,2020-08-30,WENDE,0,0,0,0,0,0
2020-08-29,2020-08-30,WILLARD,0,0,0,0,0,0
2020-08-29,2020-08-30,WOODBOURNE,0,0,0,0,0,0
2020-08-29,2020-08-30,WYOMING,0,0,0,0,0,0
2020-08-28,2020-08-29,DOCCS,0,0,1,-1,0,0
2020-08-28,2020-08-29,ADIRONDACK,0,0,0,0,0,0
2020-08-28,2020-08-29,ALBION,0,0,0,0,0,0
2020-08-28,2020-08-29,ALTONA,0,0,0,0,0,0
2020-08-28,2020-08-29,ATTICA,0,0,0,0,0,0
2020-08-28,2020-08-29,AUBURN,0,0,0,0,0,0
2020-08-28,2020-08-29,BARE HILL,0,0,0,0,0,0
2020-08-28,2020-08-29,BEDFORD HILL,0,0,0,0,0,0
2020-08-28,2020-08-29,CAPE VINCENT,0,0,0,0,0,0
2020-08-28,2020-08-29,CAYUGA,0,0,0,0,0,0
2020-08-28,2020-08-29,CLINTON,0,0,0,0,0,0
2020-08-28,2020-08-29,COLLINS,0,0,0,0,0,0
2020-08-28,2020-08-29,COXSACKIE,0,0,0,0,0,0
2020-08-28,2020-08-29,DOWNSTATE,0,0,0,0,0,0
2020-08-28,2020-08-29,EASTERN,0,0,0,0,0,0
2020-08-28,2020-08-29,EDGECOMBE,0,0,0,0,0,0
2020-08-28,2020-08-29,ELMIRA,0,0,0,0,0,0
2020-08-28,2020-08-29,FISHKILL,0,0,0,0,0,0
2020-08-28,2020-08-29,FIVE POINTS,0,0,0,0,0,0
2020-08-28,2020-08-29,FRANKLIN,0,0,0,0,0,0
2020-08-28,2020-08-29,GOUVERNEUR,0,0,0,0,0,0
2020-08-28,2020-08-29,GOWANDA,0,0,0,0,0,0
2020-08-28,2020-08-29,GREAT MEADOW,0,0,0,0,0,0
2020-08-28,2020-08-29,GREEN HAVEN,0,0,0,0,0,0
2020-08-28,2020-08-29,GREENE,0,0,0,0,0,0
2020-08-28,2020-08-29,GROVELAND,0,0,0,0,0,0
2020-08-28,2020-08-29,HALE CREEK,0,0,0,0,0,0
2020-08-28,2020-08-29,HUDSON,0,0,0,0,0,0
2020-08-28,2020-08-29,LAKEVIEW,0,0,0,0,0,0
2020-08-28,2020-08-29,MARCY,0,0,0,0,0,0
2020-08-28,2020-08-29,MIDSTATE,0,0,0,0,0,0
2020-08-28,2020-08-29,MOHAWK,0,0,0,0,0,0
2020-08-28,2020-08-29,MORIAH,0,0,0,0,0,0
2020-08-28,2020-08-29,OGDENSBURG,0,0,0,0,0,0
2020-08-28,2020-08-29,ORLEANS,0,0,0,0,0,0
2020-08-28,2020-08-29,OTISVILLE,0,0,0,0,0,0
2020-08-28,2020-08-29,QUEENSBORO,0,0,0,0,0,0
2020-08-28,2020-08-29,RIVERVIEW,0,0,0,0,0,0
2020-08-28,2020-08-29,ROCHESTER,0,0,0,0,0,0
2020-08-28,2020-08-29,SHAWANGUNK,0,0,0,0,0,0
2020-08-28,2020-08-29,SING SING,0,0,0,0,0,0
2020-08-28,2020-08-29,SOUTHPORT,0,0,0,0,0,0
2020-08-28,2020-08-29,SULLIVAN,0,0,0,0,0,0
2020-08-28,2020-08-29,TACONIC,0,0,0,0,0,0
2020-08-28,2020-08-29,ULSTER,0,0,0,0,0,0
2020-08-28,2020-08-29,UPSTATE,0,0,0,0,0,0
2020-08-28,2020-08-29,WALLKILL,0,0,0,0,0,0
2020-08-28,2020-08-29,WASHINGTON,0,0,0,0,0,0
2020-08-28,2020-08-29,WATERTOWN,0,0,0,0,0,0
2020-08-28,2020-08-29,WENDE,0,0,0,0,0,0
2020-08-28,2020-08-29,WILLARD,0,0,0,0,0,0
2020-08-28,2020-08-29,WOODBOURNE,0,0,1,-1,0,0
2020-08-28,2020-08-29,WYOMING,0,0,0,0,0,0
2020-08-27,2020-08-28,DOCCS,2,0,6,-4,0,0
2020-08-27,2020-08-28,ADIRONDACK,0,0,0,0,0,0
2020-08-27,2020-08-28,ALBION,0,0,0,0,0,0
2020-08-27,2020-08-28,ALTONA,0,0,0,0,0,0
2020-08-27,2020-08-28,ATTICA,0,0,2,-2,0,0
2020-08-27,2020-08-28,AUBURN,0,0,0,0,0,0
2020-08-27,2020-08-28,BARE HILL,0,0,0,0,0,0
2020-08-27,2020-08-28,BEDFORD HILL,0,0,0,0,0,0
2020-08-27,2020-08-28,CAPE VINCENT,0,0,0,0,0,0
2020-08-27,2020-08-28,CAYUGA,0,0,0,0,0,0
2020-08-27,2020-08-28,CLINTON,1,0,0,1,0,0
2020-08-27,2020-08-28,COLLINS,0,0,0,0,0,0
2020-08-27,2020-08-28,COXSACKIE,0,0,0,0,0,0
2020-08-27,2020-08-28,DOWNSTATE,0,0,0,0,0,0
2020-08-27,2020-08-28,EASTERN,0,0,0,0,0,0
2020-08-27,2020-08-28,EDGECOMBE,0,0,0,0,0,0
2020-08-27,2020-08-28,ELMIRA,0,0,0,0,0,0
2020-08-27,2020-08-28,FISHKILL,0,0,0,0,0,0
2020-08-27,2020-08-28,FIVE POINTS,0,0,0,0,0,0
2020-08-27,2020-08-28,FRANKLIN,0,0,1,-1,0,0
2020-08-27,2020-08-28,GOUVERNEUR,0,0,0,0,0,0
2020-08-27,2020-08-28,GOWANDA,0,0,0,0,0,0
2020-08-27,2020-08-28,GREAT MEADOW,0,0,0,0,0,0
2020-08-27,2020-08-28,GREEN HAVEN,0,0,0,0,0,0
2020-08-27,2020-08-28,GREENE,0,0,0,0,0,0
2020-08-27,2020-08-28,GROVELAND,0,0,1,-1,0,0
2020-08-27,2020-08-28,HALE CREEK,0,0,0,0,0,0
2020-08-27,2020-08-28,HUDSON,0,0,0,0,0,0
2020-08-27,2020-08-28,LAKEVIEW,0,0,0,0,0,0
2020-08-27,2020-08-28,MARCY,0,0,0,0,0,0
2020-08-27,2020-08-28,MIDSTATE,0,0,0,0,0,0
2020-08-27,2020-08-28,MOHAWK,0,0,0,0,0,0
2020-08-27,2020-08-28,MORIAH,0,0,0,0,0,0
2020-08-27,2020-08-28,OGDENSBURG,0,0,0,0,0,0
2020-08-27,2020-08-28,ORLEANS,0,0,0,0,0,0
2020-08-27,2020-08-28,OTISVILLE,0,0,0,0,0,0
2020-08-27,2020-08-28,QUEENSBORO,0,0,0,0,0,0
2020-08-27,2020-08-28,RIVERVIEW,0,0,0,0,0,0
2020-08-27,2020-08-28,ROCHESTER,0,0,0,0,0,0
2020-08-27,2020-08-28,SHAWANGUNK,0,0,0,0,0,0
2020-08-27,2020-08-28,SING SING,0,0,0,0,0,0
2020-08-27,2020-08-28,SOUTHPORT,0,0,0,0,0,0
2020-08-27,2020-08-28,SULLIVAN,0,0,0,0,0,0
2020-08-27,2020-08-28,TACONIC,0,0,0,0,0,0
2020-08-27,2020-08-28,ULSTER,0,0,0,0,0,0
2020-08-27,2020-08-28,UPSTATE,0,0,0,0,0,0
2020-08-27,2020-08-28,WALLKILL,0,0,0,0,0,0
2020-08-27,2020-08-28,WASHINGTON,0,0,0,0,0,0
2020-08-27,2020-08-28,WATERTOWN,0,0,0,0,0,0
2020-08-27,2020-08-28,WENDE,0,0,0,0,0,0
2020-08-27,2020-08-28,WILLARD,0,0,0,0,0,0
2020-08-27,2020-08-28,WOODBOURNE,1,0,2,-1,0,0
2020-08-27,2020-08-28,WYOMING,0,0,0,0,0,0
2020-08-26,2020-08-27,DOCCS,3,0,5,-2,0,0
2020-08-26,2020-08-27,ADIRONDACK,0,0,0,0,0,0
2020-08-26,2020-08-27,ALBION,0,0,0,0,0,0
2020-08-26,2020-08-27,ALTONA,0,0,0,0,0,0
2020-08-26,2020-08-27,ATTICA,2,0,1,1,0,0
2020-08-26,2020-08-27,AUBURN,0,0,0,0,0,0
2020-08-26,2020-08-27,BARE HILL,0,0,0,0,0,0
2020-08-26,2020-08-27,BEDFORD HILL,-2,0,0,-2,0,0
2020-08-26,2020-08-27,CAPE VINCENT,0,0,0,0,0,0
2020-08-26,2020-08-27,CAYUGA,0,0,0,0,0,0
2020-08-26,2020-08-27,CLINTON,0,0,-1,1,0,0
2020-08-26,2020-08-27,COLLINS,0,0,0,0,0,0
2020-08-26,2020-08-27,COXSACKIE,0,0,0,0,0,0
2020-08-26,2020-08-27,DOWNSTATE,0,0,0,0,0,0
2020-08-26,2020-08-27,EASTERN,0,0,0,0,0,0
2020-08-26,2020-08-27,EDGECOMBE,0,0,0,0,0,0
2020-08-26,2020-08-27,ELMIRA,0,0,0,0,0,0
2020-08-26,2020-08-27,FISHKILL,0,0,0,0,0,0
2020-08-26,2020-08-27,FIVE POINTS,0,0,0,0,0,0
2020-08-26,2020-08-27,FRANKLIN,1,0,0,1,0,0
2020-08-26,2020-08-27,GOUVERNEUR,0,0,0,0,0,0
2020-08-26,2020-08-27,GOWANDA,0,0,0,0,0,0
2020-08-26,2020-08-27,GREAT MEADOW,0,0,0,0,0,0
2020-08-26,2020-08-27,GREEN HAVEN,0,0,0,0,0,0
2020-08-26,2020-08-27,GREENE,0,0,1,-1,0,0
2020-08-26,2020-08-27,GROVELAND,0,0,0,0,0,0
2020-08-26,2020-08-27,HALE CREEK,0,0,0,0,0,0
2020-08-26,2020-08-27,HUDSON,0,0,0,0,0,0
2020-08-26,2020-08-27,LAKEVIEW,0,0,0,0,0,0
2020-08-26,2020-08-27,MARCY,0,0,0,0,0,0
2020-08-26,2020-08-27,MIDSTATE,0,0,0,0,0,0
2020-08-26,2020-08-27,MOHAWK,1,0,1,0,0,0
2020-08-26,2020-08-27,MORIAH,0,0,0,0,0,0
2020-08-26,2020-08-27,OGDENSBURG,0,0,0,0,0,0
2020-08-26,2020-08-27,ORLEANS,0,0,2,-2,0,0
2020-08-26,2020-08-27,OTISVILLE,0,0,0,0,0,0
2020-08-26,2020-08-27,QUEENSBORO,0,0,0,0,0,0
2020-08-26,2020-08-27,RIVERVIEW,0,0,0,0,0,0
2020-08-26,2020-08-27,ROCHESTER,0,0,0,0,0,0
2020-08-26,2020-08-27,SHAWANGUNK,0,0,0,0,0,0
2020-08-26,2020-08-27,SING SING,1,0,1,0,0,0
2020-08-26,2020-08-27,SOUTHPORT,0,0,0,0,0,0
2020-08-26,2020-08-27,SULLIVAN,0,0,0,0,0,0
2020-08-26,2020-08-27,TACONIC,0,0,0,0,0,0
2020-08-26,2020-08-27,ULSTER,0,0,0,0,0,0
2020-08-26,2020-08-27,UPSTATE,0,0,0,0,0,0
2020-08-26,2020-08-27,WALLKILL,0,0,0,0,0,0
2020-08-26,2020-08-27,WASHINGTON,0,0,0,0,0,0
2020-08-26,2020-08-27,WATERTOWN,0,0,0,0,0,0
2020-08-26,2020-08-27,WENDE,0,0,0,0,0,0
2020-08-26,2020-08-27,WILLARD,0,0,0,0,0,0
2020-08-26,2020-08-27,WOODBOURNE,0,0,0,0,0,0
2020-08-26,2020-08-27,WYOMING,0,0,0,0,0,0
2020-08-25,2020-08-26,DOCCS,1,0,3,-2,0,0
2020-08-25,2020-08-26,ADIRONDACK,0,0,0,0,0,0
2020-08-25,2020-08-26,ALBION,0,0,0,0,0,0
2020-08-25,2020-08-26,ALTONA,0,0,0,0,0,0
2020-08-25,2020-08-26,ATTICA,0,0,0,0,0,0
2020-08-25,2020-08-26,AUBURN,0,0,0,0,0,0
2020-08-25,2020-08-26,BARE HILL,0,0,0,0,0,0
2020-08-25,2020-08-26,BEDFORD HILL,0,0,0,0,0,0
2020-08-25,2020-08-26,CAPE VINCENT,0,0,0,0,0,0
2020-08-25,2020-08-26,CAYUGA,0,0,0,0,0,0
2020-08-25,2020-08-26,CLINTON,0,0,1,-1,0,0
2020-08-25,2020-08-26,COLLINS,0,0,0,0,0,0
2020-08-25,2020-08-26,COXSACKIE,1,0,2,-1,0,0
2020-08-25,2020-08-26,DOWNSTATE,0,0,0,0,0,0
2020-08-25,2020-08-26,EASTERN,0,0,0,0,0,0
2020-08-25,2020-08-26,EDGECOMBE,0,0,0,0,0,0
2020-08-25,2020-08-26,ELMIRA,0,0,0,0,0,0
2020-08-25,2020-08-26,FISHKILL,0,0,0,0,0,0
2020-08-25,2020-08-26,FIVE POINTS,0,0,0,0,0,0
2020-08-25,2020-08-26,FRANKLIN,0,0,0,0,0,0
2020-08-25,2020-08-26,GOUVERNEUR,0,0,0,0,0,0
2020-08-25,2020-08-26,GOWANDA,0,0,0,0,0,0
2020-08-25,2020-08-26,GREAT MEADOW,0,0,0,0,0,0
2020-08-25,2020-08-26,GREEN HAVEN,0,0,0,0,0,0
2020-08-25,2020-08-26,GREENE,0,0,0,0,0,0
2020-08-25,2020-08-26,GROVELAND,0,0,0,0,0,0
2020-08-25,2020-08-26,HALE CREEK,0,0,0,0,0,0
2020-08-25,2020-08-26,HUDSON,0,0,0,0,0,0
2020-08-25,2020-08-26,LAKEVIEW,0,0,0,0,0,0
2020-08-25,2020-08-26,MARCY,0,0,0,0,0,0
2020-08-25,2020-08-26,MIDSTATE,0,0,0,0,0,0
2020-08-25,2020-08-26,MOHAWK,0,0,0,0,0,0
2020-08-25,2020-08-26,MORIAH,0,0,0,0,0,0
2020-08-25,2020-08-26,OGDENSBURG,0,0,0,0,0,0
2020-08-25,2020-08-26,ORLEANS,0,0,0,0,0,0
2020-08-25,2020-08-26,OTISVILLE,0,0,0,0,0,0
2020-08-25,2020-08-26,QUEENSBORO,0,0,0,0,0,0
2020-08-25,2020-08-26,RIVERVIEW,0,0,0,0,0,0
2020-08-25,2020-08-26,ROCHESTER,0,0,0,0,0,0
2020-08-25,2020-08-26,SHAWANGUNK,0,0,0,0,0,0
2020-08-25,2020-08-26,SING SING,0,0,0,0,0,0
2020-08-25,2020-08-26,SOUTHPORT,0,0,0,0,0,0
2020-08-25,2020-08-26,SULLIVAN,0,0,0,0,0,0
2020-08-25,2020-08-26,TACONIC,0,0,0,0,0,0
2020-08-25,2020-08-26,ULSTER,0,0,0,0,0,0
2020-08-25,2020-08-26,UPSTATE,0,0,0,0,0,0
2020-08-25,2020-08-26,WALLKILL,0,0,0,0,0,0
2020-08-25,2020-08-26,WASHINGTON,0,0,0,0,0,0
2020-08-25,2020-08-26,WATERTOWN,0,0,0,0,0,0
2020-08-25,2020-08-26,WENDE,0,0,0,0,0,0
2020-08-25,2020-08-26,WILLARD,0,0,0,0,0,0
2020-08-25,2020-08-26,WOODBOURNE,0,0,0,0,0,0
2020-08-25,2020-08-26,WYOMING,0,0,0,0,0,0
2020-08-24,2020-08-25,DOCCS,8,0,8,0,0,0
2020-08-24,2020-08-25,ADIRONDACK,0,0,0,0,0,0
2020-08-24,2020-08-25,ALBION,0,0,2,-2,0,0
2020-08-24,2020-08-25,ALTONA,0,0,0,0,0,0
2020-08-24,2020-08-25,ATTICA,2,0,0,2,0,0
2020-08-24,2020-08-25,AUBURN,0,0,0,0,0,0
2020-08-24,2020-08-25,BARE HILL,0,0,0,0,0,0
2020-08-24,2020-08-25,BEDFORD HILL,1,0,2,-1,0,0
2020-08-24,2020-08-25,CAPE VINCENT,0,0,0,0,0,0
2020-08-24,2020-08-25,CAYUGA,0,0,0,0,0,0
2020-08-24,2020-08-25,CLINTON,0,0,0,0,0,0
2020-08-24,2020-08-25,COLLINS,0,0,0,0,0,0
2020-08-24,2020-08-25,COXSACKIE,0,0,0,0,0,0
2020-08-24,2020-08-25,DOWNSTATE,0,0,0,0,0,0
2020-08-24,2020-08-25,EASTERN,0,0,0,0,0,0
2020-08-24,2020-08-25,EDGECOMBE,0,0,0,0,0,0
2020-08-24,2020-08-25,ELMIRA,0,0,0,0,0,0
2020-08-24,2020-08-25,FISHKILL,-1,0,0,-1,0,0
2020-08-24,2020-08-25,FIVE POINTS,0,0,0,0,0,0
2020-08-24,2020-08-25,FRANKLIN,0,0,0,0,0,0
2020-08-24,2020-08-25,GOUVERNEUR,0,0,0,0,0,0
