DATE,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-07-29,ULSTER,109,15,94,0,0,15
2020-07-29,UPSTATE,27,0,27,0,0,0
2020-07-29,WALLKILL,182,39,75,68,0,34
2020-07-29,WASHINGTON,66,0,66,0,0,0
2020-07-29,WATERTOWN,34,0,34,0,0,0
2020-07-29,WENDE,192,30,161,1,0,30
2020-07-29,WILLARD,1,0,1,0,0,0
2020-07-29,WOODBOURNE,138,0,137,1,0,0
2020-07-29,WYOMING,115,0,115,0,0,0
2020-07-28,DOCCS,5851,604,4817,430,17,539
2020-07-28,ADIRONDACK,82,1,81,0,0,1
2020-07-28,ALBION,36,0,36,0,0,0
2020-07-28,ALTONA,33,0,33,0,0,0
2020-07-28,ATTICA,187,2,170,15,0,2
2020-07-28,AUBURN,122,0,122,0,0,0
2020-07-28,BARE HILL,85,0,75,10,0,0
2020-07-28,BEDFORD HILL,150,45,101,4,1,44
2020-07-28,CAPE VINCENT,33,0,33,0,0,0
2020-07-28,CAYUGA,104,0,103,1,0,0
2020-07-28,CLINTON,294,1,275,18,0,1
2020-07-28,COLLINS,99,1,98,0,0,1
2020-07-28,COXSACKIE,114,1,113,0,0,1
2020-07-28,DOWNSTATE,35,1,31,3,0,1
2020-07-28,EASTERN,148,24,124,0,1,20
2020-07-28,EDGECOMBE,3,0,3,0,0,0
2020-07-28,ELMIRA,178,0,178,0,0,0
2020-07-28,FISHKILL,478,103,288,87,5,82
2020-07-28,FIVE POINTS,128,0,124,4,0,0
2020-07-28,FRANKLIN,125,1,118,6,0,1
2020-07-28,GOUVERNEUR,70,0,69,1,0,0
2020-07-28,GOWANDA,123,1,122,0,0,1
2020-07-28,GREAT MEADOW,133,44,89,0,0,44
2020-07-28,GREEN HAVEN,468,74,251,143,3,53
2020-07-28,GREENE,126,1,119,6,0,1
2020-07-28,GROVELAND,76,0,76,0,0,0
2020-07-28,HALE CREEK,31,0,31,0,0,0
2020-07-28,HUDSON,26,0,26,0,0,0
2020-07-28,LAKEVIEW,1,0,1,0,0,0
2020-07-28,MARCY,160,8,148,4,0,8
2020-07-28,MIDSTATE,146,22,124,0,0,22
2020-07-28,MOHAWK,231,1,230,0,0,1
2020-07-28,MORIAH,0,0,0,0,0,0
2020-07-28,OGDENSBURG,18,0,18,0,0,0
2020-07-28,ORLEANS,58,0,55,3,0,0
2020-07-28,OTISVILLE,171,54,112,5,1,52
2020-07-28,QUEENSBORO,13,7,6,0,1,6
2020-07-28,RIVERVIEW,54,0,54,0,0,0
2020-07-28,ROCHESTER,0,0,0,0,0,0
2020-07-28,SHAWANGUNK,204,47,113,44,1,41
2020-07-28,SING SING,255,43,211,1,4,39
2020-07-28,SOUTHPORT,44,11,29,4,0,11
2020-07-28,SULLIVAN,118,25,92,1,0,25
2020-07-28,TACONIC,27,2,25,0,0,2
2020-07-28,ULSTER,109,15,94,0,0,15
2020-07-28,UPSTATE,27,0,27,0,0,0
2020-07-28,WALLKILL,182,39,75,68,0,34
2020-07-28,WASHINGTON,66,0,66,0,0,0
2020-07-28,WATERTOWN,34,0,34,0,0,0
2020-07-28,WENDE,192,30,161,1,0,30
2020-07-28,WILLARD,1,0,1,0,0,0
2020-07-28,WOODBOURNE,138,0,137,1,0,0
2020-07-28,WYOMING,115,0,115,0,0,0
2020-07-27,DOCCS,5830,604,4811,415,17,537
2020-07-27,ADIRONDACK,82,1,81,0,0,1
2020-07-27,ALBION,36,0,36,0,0,0
2020-07-27,ALTONA,33,0,33,0,0,0
2020-07-27,ATTICA,172,2,170,0,0,2
2020-07-27,AUBURN,122,0,122,0,0,0
2020-07-27,BARE HILL,85,0,75,10,0,0
2020-07-27,BEDFORD HILL,150,45,101,4,1,44
2020-07-27,CAPE VINCENT,33,0,33,0,0,0
2020-07-27,CAYUGA,104,0,103,1,0,0
2020-07-27,CLINTON,292,1,275,16,0,1
2020-07-27,COLLINS,99,1,98,0,0,1
2020-07-27,COXSACKIE,114,1,113,0,0,1
2020-07-27,DOWNSTATE,36,1,31,4,0,1
2020-07-27,EASTERN,148,24,124,0,1,20
2020-07-27,EDGECOMBE,3,0,3,0,0,0
2020-07-27,ELMIRA,178,0,176,2,0,0
2020-07-27,FISHKILL,478,103,288,87,5,82
2020-07-27,FIVE POINTS,128,0,124,4,0,0
2020-07-27,FRANKLIN,120,1,118,1,0,1
2020-07-27,GOUVERNEUR,70,0,69,1,0,0
2020-07-27,GOWANDA,123,1,122,0,0,1
2020-07-27,GREAT MEADOW,133,44,89,0,0,44
2020-07-27,GREEN HAVEN,468,74,251,143,3,53
2020-07-27,GREENE,126,1,119,6,0,1
2020-07-27,GROVELAND,76,0,76,0,0,0
2020-07-27,HALE CREEK,31,0,31,0,0,0
2020-07-27,HUDSON,26,0,26,0,0,0
2020-07-27,LAKEVIEW,1,0,1,0,0,0
2020-07-27,MARCY,160,8,148,4,0,8
2020-07-27,MIDSTATE,146,22,124,0,0,22
2020-07-27,MOHAWK,231,1,230,0,0,1
2020-07-27,MORIAH,0,0,0,0,0,0
2020-07-27,OGDENSBURG,18,0,14,4,0,0
2020-07-27,ORLEANS,58,0,55,3,0,0
2020-07-27,OTISVILLE,171,54,112,5,1,52
2020-07-27,QUEENSBORO,13,7,6,0,1,6
2020-07-27,RIVERVIEW,54,0,54,0,0,0
2020-07-27,ROCHESTER,0,0,0,0,0,0
2020-07-27,SHAWANGUNK,204,47,113,44,1,41
2020-07-27,SING SING,255,43,211,1,4,39
2020-07-27,SOUTHPORT,44,11,29,4,0,11
2020-07-27,SULLIVAN,118,25,92,1,0,23
2020-07-27,TACONIC,27,2,25,0,0,2
2020-07-27,ULSTER,109,15,94,0,0,15
2020-07-27,UPSTATE,27,0,27,0,0,0
2020-07-27,WALLKILL,182,39,75,68,0,34
2020-07-27,WASHINGTON,66,0,66,0,0,0
2020-07-27,WATERTOWN,34,0,34,0,0,0
2020-07-27,WENDE,192,30,161,1,0,30
2020-07-27,WILLARD,1,0,1,0,0,0
2020-07-27,WOODBOURNE,138,0,137,1,0,0
2020-07-27,WYOMING,115,0,115,0,0,0
2020-07-26,DOCCS,5812,604,4802,406,17,537
2020-07-26,ADIRONDACK,82,1,81,0,0,1
2020-07-26,ALBION,36,0,36,0,0,0
2020-07-26,ALTONA,33,0,33,0,0,0
2020-07-26,ATTICA,172,2,170,0,0,2
2020-07-26,AUBURN,122,0,121,1,0,0
2020-07-26,BARE HILL,85,0,75,10,0,0
2020-07-26,BEDFORD HILL,150,45,101,4,1,44
2020-07-26,CAPE VINCENT,33,0,33,0,0,0
2020-07-26,CAYUGA,104,0,103,1,0,0
2020-07-26,CLINTON,279,1,275,3,0,1
2020-07-26,COLLINS,99,1,98,0,0,1
2020-07-26,COXSACKIE,114,1,113,0,0,1
2020-07-26,DOWNSTATE,32,1,31,0,0,1
2020-07-26,EASTERN,148,24,124,0,1,20
2020-07-26,EDGECOMBE,3,0,3,0,0,0
2020-07-26,ELMIRA,178,0,177,1,0,0
2020-07-26,FISHKILL,478,103,288,87,5,82
2020-07-26,FIVE POINTS,128,0,124,4,0,0
2020-07-26,FRANKLIN,120,1,118,1,0,1
2020-07-26,GOUVERNEUR,70,0,69,1,0,0
2020-07-26,GOWANDA,123,1,122,0,0,1
2020-07-26,GREAT MEADOW,133,44,89,0,0,44
2020-07-26,GREEN HAVEN,468,74,251,143,3,53
2020-07-26,GREENE,126,1,119,6,0,1
2020-07-26,GROVELAND,76,0,75,1,0,0
2020-07-26,HALE CREEK,31,0,21,10,0,0
2020-07-26,HUDSON,26,0,26,0,0,0
2020-07-26,LAKEVIEW,1,0,1,0,0,0
2020-07-26,MARCY,160,8,148,4,0,8
2020-07-26,MIDSTATE,146,22,124,0,0,22
2020-07-26,MOHAWK,231,1,230,0,0,1
2020-07-26,MORIAH,0,0,0,0,0,0
2020-07-26,OGDENSBURG,18,0,14,4,0,0
2020-07-26,ORLEANS,58,0,55,3,0,0
2020-07-26,OTISVILLE,170,54,114,2,1,52
2020-07-26,QUEENSBORO,13,7,6,0,1,6
2020-07-26,RIVERVIEW,54,0,54,0,0,0
2020-07-26,ROCHESTER,0,0,0,0,0,0
2020-07-26,SHAWANGUNK,204,47,113,44,1,41
2020-07-26,SING SING,255,43,211,1,4,39
2020-07-26,SOUTHPORT,44,11,29,4,0,11
2020-07-26,SULLIVAN,118,25,92,1,0,23
2020-07-26,TACONIC,27,2,25,0,0,2
2020-07-26,ULSTER,109,15,94,0,0,15
2020-07-26,UPSTATE,27,0,27,0,0,0
2020-07-26,WALLKILL,182,39,75,68,0,34
2020-07-26,WASHINGTON,66,0,66,0,0,0
2020-07-26,WATERTOWN,34,0,34,0,0,0
2020-07-26,WENDE,192,30,161,1,0,30
2020-07-26,WILLARD,1,0,1,0,0,0
2020-07-26,WOODBOURNE,138,0,137,1,0,0
2020-07-26,WYOMING,115,0,115,0,0,0
2020-07-25,DOCCS,5812,604,4802,406,17,529
2020-07-25,ADIRONDACK,82,1,81,0,0,1
2020-07-25,ALBION,36,0,36,0,0,0
2020-07-25,ALTONA,33,0,33,0,0,0
2020-07-25,ATTICA,172,2,170,0,0,2
2020-07-25,AUBURN,122,0,121,1,0,0
2020-07-25,BARE HILL,85,0,75,10,0,0
2020-07-25,BEDFORD HILL,150,45,101,4,1,44
2020-07-25,CAPE VINCENT,33,0,33,0,0,0
2020-07-25,CAYUGA,104,0,103,1,0,0
2020-07-25,CLINTON,279,1,275,3,0,1
2020-07-25,COLLINS,99,1,98,0,0,1
2020-07-25,COXSACKIE,114,1,113,0,0,1
2020-07-25,DOWNSTATE,32,1,31,0,0,1
2020-07-25,EASTERN,148,24,124,0,1,17
2020-07-25,EDGECOMBE,3,0,3,0,0,0
2020-07-25,ELMIRA,178,0,177,1,0,0
2020-07-25,FISHKILL,478,103,288,87,5,82
2020-07-25,FIVE POINTS,128,0,124,4,0,0
2020-07-25,FRANKLIN,120,1,118,1,0,1
2020-07-25,GOUVERNEUR,70,0,69,1,0,0
2020-07-25,GOWANDA,123,1,122,0,0,1
2020-07-25,GREAT MEADOW,133,44,89,0,0,44
2020-07-25,GREEN HAVEN,468,74,251,143,3,53
2020-07-25,GREENE,126,1,119,6,0,1
2020-07-25,GROVELAND,76,0,75,1,0,0
2020-07-25,HALE CREEK,31,0,21,10,0,0
2020-07-25,HUDSON,26,0,26,0,0,0
2020-07-25,LAKEVIEW,1,0,1,0,0,0
2020-07-25,MARCY,160,8,148,4,0,8
2020-07-25,MIDSTATE,146,22,124,0,0,22
2020-07-25,MOHAWK,231,1,230,0,0,1
2020-07-25,MORIAH,0,0,0,0,0,0
2020-07-25,OGDENSBURG,18,0,14,4,0,0
2020-07-25,ORLEANS,58,0,55,3,0,0
2020-07-25,OTISVILLE,170,54,114,2,1,47
2020-07-25,QUEENSBORO,13,7,6,0,1,6
2020-07-25,RIVERVIEW,54,0,54,0,0,0
2020-07-25,ROCHESTER,0,0,0,0,0,0
2020-07-25,SHAWANGUNK,204,47,113,44,1,41
2020-07-25,SING SING,255,43,211,1,4,39
2020-07-25,SOUTHPORT,44,11,29,4,0,11
2020-07-25,SULLIVAN,118,25,92,1,0,23
2020-07-25,TACONIC,27,2,25,0,0,2
2020-07-25,ULSTER,109,15,94,0,0,15
2020-07-25,UPSTATE,27,0,27,0,0,0
2020-07-25,WALLKILL,182,39,75,68,0,34
2020-07-25,WASHINGTON,66,0,66,0,0,0
2020-07-25,WATERTOWN,34,0,34,0,0,0
2020-07-25,WENDE,192,30,161,1,0,30
2020-07-25,WILLARD,1,0,1,0,0,0
2020-07-25,WOODBOURNE,138,0,137,1,0,0
2020-07-25,WYOMING,115,0,115,0,0,0
2020-07-24,DOCCS,5580,603,4745,232,17,529
2020-07-24,ADIRONDACK,82,1,81,0,0,1
2020-07-24,ALBION,36,0,36,0,0,0
2020-07-24,ALTONA,33,0,33,0,0,0
2020-07-24,ATTICA,172,2,170,0,0,2
2020-07-24,AUBURN,122,0,121,1,0,0
2020-07-24,BARE HILL,85,0,75,10,0,0
2020-07-24,BEDFORD HILL,150,45,101,4,1,44
2020-07-24,CAPE VINCENT,33,0,33,0,0,0
2020-07-24,CAYUGA,104,0,103,1,0,0
2020-07-24,CLINTON,279,1,275,3,0,1
2020-07-24,COLLINS,99,1,98,0,0,1
2020-07-24,COXSACKIE,114,1,113,0,0,1
2020-07-24,DOWNSTATE,32,1,31,0,0,1
2020-07-24,EASTERN,148,24,124,0,1,17
2020-07-24,EDGECOMBE,3,0,3,0,0,0
2020-07-24,ELMIRA,178,0,177,1,0,0
2020-07-24,FISHKILL,426,103,288,35,5,82
2020-07-24,FIVE POINTS,128,0,124,4,0,0
2020-07-24,FRANKLIN,120,1,118,1,0,1
2020-07-24,GOUVERNEUR,70,0,69,1,0,0
2020-07-24,GOWANDA,123,1,122,0,0,1
2020-07-24,GREAT MEADOW,133,44,89,0,0,44
2020-07-24,GREEN HAVEN,395,74,251,70,3,53
2020-07-24,GREENE,126,1,119,6,0,1
2020-07-24,GROVELAND,76,0,75,1,0,0
2020-07-24,HALE CREEK,31,0,21,10,0,0
2020-07-24,HUDSON,26,0,26,0,0,0
2020-07-24,LAKEVIEW,1,0,1,0,0,0
2020-07-24,MARCY,160,8,148,4,0,8
2020-07-24,MIDSTATE,146,22,124,0,0,22
2020-07-24,MOHAWK,231,1,230,0,0,1
2020-07-24,MORIAH,0,0,0,0,0,0
2020-07-24,OGDENSBURG,18,0,14,4,0,0
2020-07-24,ORLEANS,58,0,55,3,0,0
2020-07-24,OTISVILLE,170,54,114,2,1,47
2020-07-24,QUEENSBORO,13,7,6,0,1,6
2020-07-24,RIVERVIEW,54,0,54,0,0,0
2020-07-24,ROCHESTER,0,0,0,0,0,0
2020-07-24,SHAWANGUNK,162,47,86,29,1,41
2020-07-24,SING SING,255,43,211,1,4,39
2020-07-24,SOUTHPORT,44,11,29,4,0,11
2020-07-24,SULLIVAN,118,25,92,1,0,23
2020-07-24,TACONIC,27,2,25,0,0,2
2020-07-24,ULSTER,109,15,94,0,0,15
2020-07-24,UPSTATE,27,0,27,0,0,0
2020-07-24,WALLKILL,118,38,45,35,0,34
2020-07-24,WASHINGTON,66,0,66,0,0,0
2020-07-24,WATERTOWN,34,0,34,0,0,0
2020-07-24,WENDE,192,30,161,1,0,30
2020-07-24,WILLARD,1,0,1,0,0,0
2020-07-24,WOODBOURNE,137,0,137,0,0,0
2020-07-24,WYOMING,115,0,115,0,0,0
2020-07-23,DOCCS,5390,603,4731,56,17,526
2020-07-23,ADIRONDACK,82,1,81,0,0,1
2020-07-23,ALBION,36,0,36,0,0,0
2020-07-23,ALTONA,32,0,32,0,0,0
2020-07-23,ATTICA,172,2,170,0,0,2
2020-07-23,AUBURN,122,0,121,1,0,0
2020-07-23,BARE HILL,74,0,74,0,0,0
2020-07-23,BEDFORD HILL,150,45,101,4,1,44
2020-07-23,CAPE VINCENT,33,0,33,0,0,0
2020-07-23,CAYUGA,104,0,103,1,0,0
2020-07-23,CLINTON,279,1,274,4,0,1
2020-07-23,COLLINS,97,1,96,0,0,1
2020-07-23,COXSACKIE,114,1,113,0,0,1
2020-07-23,DOWNSTATE,32,1,31,0,0,1
2020-07-23,EASTERN,148,24,124,0,1,17
2020-07-23,EDGECOMBE,3,0,3,0,0,0
2020-07-23,ELMIRA,176,0,175,1,0,0
2020-07-23,FISHKILL,392,103,287,2,5,80
2020-07-23,FIVE POINTS,128,0,124,4,0,0
2020-07-23,FRANKLIN,120,1,118,1,0,1
2020-07-23,GOUVERNEUR,70,0,69,1,0,0
2020-07-23,GOWANDA,123,1,122,0,0,1
2020-07-23,GREAT MEADOW,133,44,89,0,0,44
2020-07-23,GREEN HAVEN,320,74,244,2,3,53
2020-07-23,GREENE,120,1,119,0,0,1
2020-07-23,GROVELAND,76,0,75,1,0,0
2020-07-23,HALE CREEK,31,0,21,10,0,0
2020-07-23,HUDSON,26,0,26,0,0,0
2020-07-23,LAKEVIEW,1,0,1,0,0,0
2020-07-23,MARCY,160,8,148,4,0,8
2020-07-23,MIDSTATE,146,22,124,0,0,21
2020-07-23,MOHAWK,231,1,230,0,0,1
2020-07-23,MORIAH,0,0,0,0,0,0
2020-07-23,OGDENSBURG,18,0,14,4,0,0
2020-07-23,ORLEANS,58,0,55,3,0,0
2020-07-23,OTISVILLE,170,54,114,2,1,47
2020-07-23,QUEENSBORO,13,7,6,0,1,6
2020-07-23,RIVERVIEW,54,0,54,0,0,0
2020-07-23,ROCHESTER,0,0,0,0,0,0
2020-07-23,SHAWANGUNK,134,47,86,1,1,41
2020-07-23,SING SING,255,43,211,1,4,39
2020-07-23,SOUTHPORT,44,11,29,4,0,11
2020-07-23,SULLIVAN,118,25,92,1,0,23
2020-07-23,TACONIC,27,2,25,0,0,2
2020-07-23,ULSTER,109,15,94,0,0,15
2020-07-23,UPSTATE,27,0,27,0,0,0
2020-07-23,WALLKILL,86,38,45,3,0,34
2020-07-23,WASHINGTON,66,0,66,0,0,0
2020-07-23,WATERTOWN,34,0,34,0,0,0
2020-07-23,WENDE,193,30,162,1,0,30
2020-07-23,WILLARD,1,0,1,0,0,0
2020-07-23,WOODBOURNE,137,0,137,0,0,0
2020-07-23,WYOMING,115,0,115,0,0,0
2020-07-22,DOCCS,5371,601,4719,51,16,524
2020-07-22,ADIRONDACK,82,1,81,0,0,1
2020-07-22,ALBION,36,0,36,0,0,0
2020-07-22,ALTONA,32,0,32,0,0,0
2020-07-22,ATTICA,172,2,170,0,0,2
2020-07-22,AUBURN,122,0,121,1,0,0
2020-07-22,BARE HILL,74,0,74,0,0,0
2020-07-22,BEDFORD HILL,150,45,101,4,1,44
2020-07-22,CAPE VINCENT,33,0,33,0,0,0
2020-07-22,CAYUGA,104,0,102,2,0,0
2020-07-22,CLINTON,277,1,274,2,0,1
2020-07-22,COLLINS,97,1,96,0,0,1
2020-07-22,COXSACKIE,114,1,113,0,0,1
2020-07-22,DOWNSTATE,32,1,31,0,0,1
2020-07-22,EASTERN,148,24,124,0,1,17
2020-07-22,EDGECOMBE,3,0,3,0,0,0
2020-07-22,ELMIRA,176,0,175,1,0,0
2020-07-22,FISHKILL,392,103,287,2,5,80
2020-07-22,FIVE POINTS,128,0,124,4,0,0
2020-07-22,FRANKLIN,120,1,118,1,0,1
2020-07-22,GOUVERNEUR,70,0,69,1,0,0
2020-07-22,GOWANDA,123,1,122,0,0,1
2020-07-22,GREAT MEADOW,132,43,89,0,0,43
2020-07-22,GREEN HAVEN,315,72,243,0,2,53
2020-07-22,GREENE,120,1,119,0,0,1
2020-07-22,GROVELAND,76,0,75,1,0,0
2020-07-22,HALE CREEK,31,0,21,10,0,0
2020-07-22,HUDSON,26,0,26,0,0,0
2020-07-22,LAKEVIEW,1,0,1,0,0,0
2020-07-22,MARCY,156,8,148,0,0,8
2020-07-22,MIDSTATE,146,22,124,0,0,21
2020-07-22,MOHAWK,231,2,226,3,0,2
2020-07-22,MORIAH,0,0,0,0,0,0
2020-07-22,OGDENSBURG,18,0,14,4,0,0
2020-07-22,ORLEANS,58,0,55,3,0,0
2020-07-22,OTISVILLE,170,54,114,2,1,47
2020-07-22,QUEENSBORO,13,7,6,0,1,6
2020-07-22,RIVERVIEW,54,0,54,0,0,0
2020-07-22,ROCHESTER,0,0,0,0,0,0
2020-07-22,SHAWANGUNK,134,47,86,1,1,41
2020-07-22,SING SING,255,43,211,1,4,39
2020-07-22,SOUTHPORT,44,11,29,4,0,11
2020-07-22,SULLIVAN,116,25,91,0,0,23
2020-07-22,TACONIC,27,2,25,0,0,2
2020-07-22,ULSTER,109,15,94,0,0,15
2020-07-22,UPSTATE,27,0,27,0,0,0
2020-07-22,WALLKILL,86,38,45,3,0,34
2020-07-22,WASHINGTON,66,0,66,0,0,0
2020-07-22,WATERTOWN,34,0,34,0,0,0
2020-07-22,WENDE,188,30,157,1,0,28
2020-07-22,WILLARD,1,0,1,0,0,0
2020-07-22,WOODBOURNE,137,0,137,0,0,0
2020-07-22,WYOMING,115,0,115,0,0,0
2020-07-09,DOCCS,4055,545,2392,1118,16,495
2020-07-09,ADIRONDACK,79,1,78,0,0,0
2020-07-09,ALBION,36,0,36,0,0,0
2020-07-09,ALTONA,32,0,31,1,0,0
2020-07-09,ATTICA,170,2,26,142,0,2
2020-07-09,AUBURN,62,0,11,51,0,0
2020-07-09,BARE HILL,74,0,73,1,0,0
2020-07-09,BEDFORD HILL,120,45,70,5,1,43
2020-07-09,CAPE VINCENT,33,0,30,3,0,0
2020-07-09,CAYUGA,81,0,2,79,0,0
2020-07-09,CLINTON,187,1,74,112,0,1
2020-07-09,COLLINS,89,1,48,40,0,1
2020-07-09,COXSACKIE,114,1,113,0,0,1
2020-07-09,DOWNSTATE,26,1,23,2,0,1
2020-07-09,EASTERN,42,21,21,0,1,17
2020-07-09,EDGECOMBE,2,0,2,0,0,0
2020-07-09,ELMIRA,86,0,21,65,0,0
2020-07-09,FISHKILL,252,86,161,5,5,77
2020-07-09,FIVE POINTS,58,0,4,54,0,0
2020-07-09,FRANKLIN,92,1,44,47,0,1
2020-07-09,GOUVERNEUR,69,0,69,0,0,0
2020-07-09,GOWANDA,121,1,64,56,0,1
2020-07-09,GREAT MEADOW,133,44,71,18,0,43
2020-07-09,GREEN HAVEN,91,56,34,1,2,53
2020-07-09,GREENE,120,1,118,1,0,1
2020-07-09,GROVELAND,61,0,1,60,0,0
2020-07-09,HALE CREEK,21,0,1,20,0,0
2020-07-09,HUDSON,23,0,21,2,0,0
2020-07-09,LAKEVIEW,1,0,1,0,0,0
2020-07-09,MARCY,153,8,126,19,0,8
2020-07-09,MIDSTATE,133,21,76,36,0,21
2020-07-09,MOHAWK,228,1,222,5,0,1
2020-07-09,MORIAH,0,0,0,0,0,0
2020-07-09,OGDENSBURG,13,0,13,0,0,0
2020-07-09,ORLEANS,53,0,52,1,0,0
2020-07-09,OTISVILLE,70,48,22,0,1,47
2020-07-09,QUEENSBORO,12,7,5,0,1,5
2020-07-09,RIVERVIEW,52,0,51,1,0,0
2020-07-09,ROCHESTER,0,0,0,0,0,0
2020-07-09,SHAWANGUNK,103,42,60,1,1,28
2020-07-09,SING SING,61,43,18,0,4,39
2020-07-09,SOUTHPORT,38,11,27,0,0,11
2020-07-09,SULLIVAN,80,23,56,1,0,23
2020-07-09,TACONIC,27,2,1,24,0,2
2020-07-09,ULSTER,112,15,83,14,0,10
2020-07-09,UPSTATE,27,0,27,0,0,0
2020-07-09,WALLKILL,65,34,31,0,0,30
2020-07-09,WASHINGTON,65,0,28,37,0,0
2020-07-09,WATERTOWN,34,0,33,1,0,0
2020-07-09,WENDE,173,28,97,48,0,28
2020-07-09,WILLARD,1,0,1,0,0,0
2020-07-09,WOODBOURNE,166,0,74,92,0,0
2020-07-09,WYOMING,114,0,41,73,0,0
2020-07-09,DOCCS,4055,545,2392,1118,16,495
2020-07-09,ADIRONDACK,79,1,78,0,0,0
2020-07-09,ALBION,36,0,36,0,0,0
2020-07-09,ALTONA,32,0,31,1,0,0
2020-07-09,ATTICA,170,2,26,142,0,2
2020-07-09,AUBURN,62,0,11,51,0,0
2020-07-09,BARE HILL,74,0,73,1,0,0
2020-07-09,BEDFORD HILL,120,45,70,5,1,43
2020-07-09,CAPE VINCENT,33,0,30,3,0,0
2020-07-09,CAYUGA,81,0,2,79,0,0
2020-07-09,CLINTON,187,1,74,112,0,1
2020-07-09,COLLINS,89,1,48,40,0,1
2020-07-09,COXSACKIE,114,1,113,0,0,1
2020-07-09,DOWNSTATE,26,1,23,2,0,1
2020-07-09,EASTERN,42,21,21,0,1,17
2020-07-09,EDGECOMBE,2,0,2,0,0,0
2020-07-09,ELMIRA,86,0,21,65,0,0
2020-07-09,FISHKILL,252,86,161,5,5,77
2020-07-09,FIVE POINTS,58,0,4,54,0,0
2020-07-09,FRANKLIN,92,1,44,47,0,1
2020-07-09,GOUVERNEUR,69,0,69,0,0,0
2020-07-09,GOWANDA,121,1,64,56,0,1
2020-07-09,GREAT MEADOW,133,44,71,18,0,43
2020-07-09,GREEN HAVEN,91,56,34,1,2,53
2020-07-09,GREENE,120,1,118,1,0,1
2020-07-09,GROVELAND,61,0,1,60,0,0
2020-07-09,HALE CREEK,21,0,1,20,0,0
2020-07-09,HUDSON,23,0,21,2,0,0
2020-07-09,LAKEVIEW,1,0,1,0,0,0
2020-07-09,MARCY,153,8,126,19,0,8
2020-07-09,MIDSTATE,133,21,76,36,0,21
2020-07-09,MOHAWK,228,1,222,5,0,1
2020-07-09,MORIAH,0,0,0,0,0,0
2020-07-09,OGDENSBURG,13,0,13,0,0,0
2020-07-09,ORLEANS,53,0,52,1,0,0
2020-07-09,OTISVILLE,70,48,22,0,1,47
2020-07-09,QUEENSBORO,12,7,5,0,1,5
2020-07-09,RIVERVIEW,52,0,51,1,0,0
2020-07-09,ROCHESTER,0,0,0,0,0,0
2020-07-09,SHAWANGUNK,103,42,60,1,1,28
2020-07-09,SING SING,61,43,18,0,4,39
2020-07-09,SOUTHPORT,38,11,27,0,0,11
2020-07-09,SULLIVAN,80,23,56,1,0,23
2020-07-09,TACONIC,27,2,1,24,0,2
2020-07-09,ULSTER,112,15,83,14,0,10
2020-07-09,UPSTATE,27,0,27,0,0,0
2020-07-09,WALLKILL,65,34,31,0,0,30
2020-07-09,WASHINGTON,65,0,28,37,0,0
2020-07-09,WATERTOWN,34,0,33,1,0,0
2020-07-09,WENDE,173,28,97,48,0,28
2020-07-09,WILLARD,1,0,1,0,0,0
2020-07-09,WOODBOURNE,166,0,74,92,0,0
2020-07-09,WYOMING,114,0,41,73,0,0
2020-07-08,DOCCS,3606,543,2138,925,16,495
2020-07-08,ADIRONDACK,79,1,78,0,0,0
2020-07-08,ALBION,36,0,36,0,0,0
2020-07-08,ALTONA,32,0,31,1,0,0
2020-07-08,ATTICA,73,2,8,63,0,2
2020-07-08,AUBURN,34,0,10,24,0,0
2020-07-08,BARE HILL,74,0,69,5,0,0
2020-07-08,BEDFORD HILL,120,45,70,5,1,43
2020-07-08,CAPE VINCENT,33,0,30,3,0,0
2020-07-08,CAYUGA,30,0,2,28,0,0
2020-07-08,CLINTON,132,1,73,58,0,1
2020-07-08,COLLINS,72,1,31,40,0,1
2020-07-08,COXSACKIE,114,1,103,10,0,1
2020-07-08,DOWNSTATE,26,1,23,2,0,1
2020-07-08,EASTERN,42,21,21,0,1,17
2020-07-08,EDGECOMBE,2,0,0,2,0,0
2020-07-08,ELMIRA,54,0,21,33,0,0
2020-07-08,FISHKILL,248,85,154,9,5,77
2020-07-08,FIVE POINTS,33,0,4,29,0,0
2020-07-08,FRANKLIN,94,1,44,49,0,1
2020-07-08,GOUVERNEUR,69,0,69,0,0,0
2020-07-08,GOWANDA,93,1,39,53,0,1
2020-07-08,GREAT MEADOW,132,44,54,34,0,43
2020-07-08,GREEN HAVEN,91,56,34,1,2,53
2020-07-08,GREENE,120,1,91,28,0,1
2020-07-08,GROVELAND,43,0,1,42,0,0
2020-07-08,HALE CREEK,21,0,1,20,0,0
2020-07-08,HUDSON,24,0,19,5,0,0
2020-07-08,LAKEVIEW,1,0,1,0,0,0
2020-07-08,MARCY,136,8,82,46,0,8
2020-07-08,MIDSTATE,115,21,44,50,0,21
2020-07-08,MOHAWK,228,1,221,6,0,1
2020-07-08,MORIAH,0,0,0,0,0,0
2020-07-08,OGDENSBURG,13,0,13,0,0,0
2020-07-08,ORLEANS,53,0,52,1,0,0
2020-07-08,OTISVILLE,70,48,21,1,1,47
2020-07-08,QUEENSBORO,12,7,5,0,1,5
2020-07-08,RIVERVIEW,52,0,50,2,0,0
2020-07-08,ROCHESTER,0,0,0,0,0,0
2020-07-08,SHAWANGUNK,103,41,53,9,1,28
