DATE,FACILITY,TESTED,POSITIVE,NEGATIVE,PENDING,DECEASED,RECOVERED
2020-04-27,CAYUGA,1,0,1,0,0,0
2020-04-27,CLINTON,12,1,11,0,0,1
2020-04-27,COLLINS,4,0,4,0,0,0
2020-04-27,COXSACKIE,9,1,8,0,0,1
2020-04-27,DOWNSTATE,5,1,3,1,0,1
2020-04-27,EASTERN,17,15,2,0,0,3
2020-04-27,EDGECOMBE,0,0,0,0,0,0
2020-04-27,ELMIRA,5,0,5,0,0,0
2020-04-27,FISHKILL,90,74,6,10,3,29
2020-04-27,FIVE POINTS,1,0,1,0,0,0
2020-04-27,FRANKLIN,11,1,8,2,0,1
2020-04-27,GOUVERNEUR,2,0,2,0,0,0
2020-04-27,GOWANDA,1,0,1,0,0,0
2020-04-27,GREAT MEADOW,27,20,6,1,0,4
2020-04-27,GREEN HAVEN,30,23,6,1,0,12
2020-04-27,GREENE,2,0,1,1,0,0
2020-04-27,GROVELAND,1,0,1,0,0,0
2020-04-27,HALE CREEK,0,0,0,0,0,0
2020-04-27,HUDSON,0,0,0,0,0,0
2020-04-27,LAKEVIEW,1,0,1,0,0,0
2020-04-27,MARCY,11,8,3,0,0,6
2020-04-27,MIDSTATE,20,13,7,0,0,0
2020-04-27,MOHAWK,15,3,10,2,0,2
2020-04-27,MORIAH,0,0,0,0,0,0
2020-04-27,OGDENSBURG,0,0,0,0,0,0
2020-04-27,ORLEANS,2,0,2,0,0,0
2020-04-27,OTISVILLE,42,33,9,0,1,13
2020-04-27,QUEENSBORO,1,1,0,0,1,0
2020-04-27,RIVERVIEW,3,0,2,1,0,0
2020-04-27,ROCHESTER,0,0,0,0,0,0
2020-04-27,SHAWANGUNK,15,12,2,1,0,5
2020-04-27,SING SING,55,48,7,0,4,29
2020-04-27,SOUTHPORT,13,11,2,0,0,1
2020-04-27,SULLIVAN,4,2,2,0,0,0
2020-04-27,TACONIC,1,1,0,0,0,0
2020-04-27,ULSTER,5,1,4,0,0,1
2020-04-27,UPSTATE,0,0,0,0,0,0
2020-04-27,WALLKILL,3,3,0,0,0,0
2020-04-27,WASHINGTON,0,0,0,0,0,0
2020-04-27,WATERTOWN,0,0,0,0,0,0
2020-04-27,WENDE,33,26,5,2,0,11
2020-04-27,WILLARD,1,0,1,0,0,0
2020-04-27,WOODBOURNE,0,0,0,0,0,0
2020-04-27,WYOMING,1,0,1,0,0,0
2020-04-25,DOCCS,470,296,134,40,7,122
2020-04-25,ADIRONDACK,0,0,0,0,0,0
2020-04-25,ALBION,2,0,2,0,0,0
2020-04-25,ALTONA,1,0,1,0,0,0
2020-04-25,ATTICA,2,1,0,1,0,0
2020-04-25,AUBURN,2,0,2,0,0,0
2020-04-25,BARE HILL,3,0,2,1,0,0
2020-04-25,BEDFORD HILL,35,29,4,2,0,10
2020-04-25,CAPE VINCENT,0,0,0,0,0,0
2020-04-25,CAYUGA,1,0,1,0,0,0
2020-04-25,CLINTON,12,1,10,1,0,1
2020-04-25,COLLINS,4,0,4,0,0,0
2020-04-25,COXSACKIE,9,1,8,0,0,1
2020-04-25,DOWNSTATE,5,1,3,1,0,1
2020-04-25,EASTERN,15,13,2,0,0,3
2020-04-25,EDGECOMBE,0,0,0,0,0,0
2020-04-25,ELMIRA,5,0,5,0,0,0
2020-04-25,FISHKILL,83,65,6,12,1,23
2020-04-25,FIVE POINTS,1,0,1,0,0,0
2020-04-25,FRANKLIN,11,1,8,2,0,1
2020-04-25,GOUVERNEUR,2,0,2,0,0,0
2020-04-25,GOWANDA,1,0,1,0,0,0
2020-04-25,GREAT MEADOW,27,12,6,9,0,4
2020-04-25,GREEN HAVEN,29,21,6,2,0,10
2020-04-25,GREENE,2,0,1,1,0,0
2020-04-25,GROVELAND,1,0,1,0,0,0
2020-04-25,HALE CREEK,0,0,0,0,0,0
2020-04-25,HUDSON,0,0,0,0,0,0
2020-04-25,LAKEVIEW,1,0,1,0,0,0
2020-04-25,MARCY,11,8,3,0,0,6
2020-04-25,MIDSTATE,19,11,8,0,0,0
2020-04-25,MOHAWK,13,2,9,2,0,2
2020-04-25,MORIAH,0,0,0,0,0,0
2020-04-25,OGDENSBURG,0,0,0,0,0,0
2020-04-25,ORLEANS,2,0,2,0,0,0
2020-04-25,OTISVILLE,37,27,9,1,1,13
2020-04-25,QUEENSBORO,1,1,0,0,1,0
2020-04-25,RIVERVIEW,3,0,2,1,0,0
2020-04-25,ROCHESTER,0,0,0,0,0,0
2020-04-25,SHAWANGUNK,13,10,2,1,0,5
2020-04-25,SING SING,56,49,7,0,4,29
2020-04-25,SOUTHPORT,13,11,2,0,0,1
2020-04-25,SULLIVAN,3,1,2,0,0,0
2020-04-25,TACONIC,1,1,0,0,0,0
2020-04-25,ULSTER,5,1,4,0,0,1
2020-04-25,UPSTATE,0,0,0,0,0,0
2020-04-25,WALLKILL,5,4,0,1,0,0
2020-04-25,WASHINGTON,0,0,0,0,0,0
2020-04-25,WATERTOWN,0,0,0,0,0,0
2020-04-25,WENDE,32,25,5,2,0,11
2020-04-25,WILLARD,1,0,1,0,0,0
2020-04-25,WOODBOURNE,0,0,0,0,0,0
2020-04-25,WYOMING,1,0,1,0,0,0
2020-04-24,DOCCS,448,287,126,35,7,121
2020-04-24,ADIRONDACK,0,0,0,0,0,0
2020-04-24,ALBION,2,0,2,0,0,0
2020-04-24,ALTONA,1,0,1,0,0,0
2020-04-24,ATTICA,1,1,0,0,0,0
2020-04-24,AUBURN,2,0,2,0,0,0
2020-04-24,BARE HILL,3,0,2,1,0,0
2020-04-24,BEDFORD HILL,34,28,2,4,0,13
2020-04-24,CAPE VINCENT,0,0,0,0,0,0
2020-04-24,CAYUGA,1,0,1,0,0,0
2020-04-24,CLINTON,12,1,10,1,0,1
2020-04-24,COLLINS,4,0,4,0,0,0
2020-04-24,COXSACKIE,9,1,8,0,0,0
2020-04-24,DOWNSTATE,5,1,3,1,0,1
2020-04-24,EASTERN,15,13,2,0,0,2
2020-04-24,EDGECOMBE,0,0,0,0,0,0
2020-04-24,ELMIRA,5,0,5,0,0,0
2020-04-24,FISHKILL,72,66,5,1,1,27
2020-04-24,FIVE POINTS,1,0,1,0,0,0
2020-04-24,FRANKLIN,9,1,8,0,0,1
2020-04-24,GOUVERNEUR,2,0,2,0,0,0
2020-04-24,GOWANDA,1,0,1,0,0,0
2020-04-24,GREAT MEADOW,27,11,6,10,0,4
2020-04-24,GREEN HAVEN,29,20,6,3,0,10
2020-04-24,GREENE,2,0,1,1,0,0
2020-04-24,GROVELAND,1,0,1,0,0,0
2020-04-24,HALE CREEK,0,0,0,0,0,0
2020-04-24,HUDSON,0,0,0,0,0,0
2020-04-24,LAKEVIEW,1,0,1,0,0,0
2020-04-24,MARCY,11,8,3,0,0,6
2020-04-24,MIDSTATE,18,10,8,0,0,0
2020-04-24,MOHAWK,13,2,9,2,0,1
2020-04-24,MORIAH,0,0,0,0,0,0
2020-04-24,OGDENSBURG,0,0,0,0,0,0
2020-04-24,ORLEANS,2,0,2,0,0,0
2020-04-24,OTISVILLE,37,26,4,7,1,10
2020-04-24,QUEENSBORO,1,1,0,0,1,0
2020-04-24,RIVERVIEW,3,0,2,1,0,0
2020-04-24,ROCHESTER,0,0,0,0,0,0
2020-04-24,SHAWANGUNK,13,10,2,1,0,5
2020-04-24,SING SING,56,49,7,0,4,27
2020-04-24,SOUTHPORT,10,8,2,0,0,1
2020-04-24,SULLIVAN,3,1,2,0,0,0
2020-04-24,TACONIC,1,1,0,0,0,0
2020-04-24,ULSTER,5,1,4,0,0,1
2020-04-24,UPSTATE,0,0,0,0,0,0
2020-04-24,WALLKILL,2,2,0,0,0,0
2020-04-24,WASHINGTON,0,0,0,0,0,0
2020-04-24,WATERTOWN,0,0,0,0,0,0
2020-04-24,WENDE,32,25,5,2,0,11
2020-04-24,WILLARD,1,0,1,0,0,0
2020-04-24,WOODBOURNE,0,0,0,0,0,0
2020-04-24,WYOMING,1,0,1,0,0,0
2020-04-23,DOCCS,426,269,123,34,7,98
2020-04-23,ADIRONDACK,0,0,0,0,0,0
2020-04-23,ALBION,2,0,2,0,0,0
2020-04-23,ALTONA,1,0,1,0,0,0
2020-04-23,ATTICA,1,1,0,0,0,0
2020-04-23,AUBURN,2,0,2,0,0,0
2020-04-23,BARE HILL,2,0,2,0,0,0
2020-04-23,BEDFORD HILL,34,28,2,4,0,10
2020-04-23,CAPE VINCENT,0,0,0,0,0,0
2020-04-23,CAYUGA,1,0,1,0,0,0
2020-04-23,CLINTON,12,1,10,1,0,1
2020-04-23,COLLINS,4,0,4,0,0,0
2020-04-23,COXSACKIE,9,1,8,0,0,0
2020-04-23,DOWNSTATE,5,1,3,1,0,1
2020-04-23,EASTERN,14,13,1,0,0,2
2020-04-23,EDGECOMBE,0,0,0,0,0,0
2020-04-23,ELMIRA,5,0,5,0,0,0
2020-04-23,FISHKILL,68,63,5,0,1,19
2020-04-23,FIVE POINTS,1,0,1,0,0,0
2020-04-23,FRANKLIN,9,1,8,0,0,1
2020-04-23,GOUVERNEUR,2,0,2,0,0,0
2020-04-23,GOWANDA,1,0,1,0,0,0
2020-04-23,GREAT MEADOW,26,11,6,9,0,4
2020-04-23,GREEN HAVEN,28,19,6,3,0,8
2020-04-23,GREENE,2,0,1,1,0,0
2020-04-23,GROVELAND,1,0,1,0,0,0
2020-04-23,HALE CREEK,0,0,0,0,0,0
2020-04-23,HUDSON,0,0,0,0,0,0
2020-04-23,LAKEVIEW,1,0,1,0,0,0
2020-04-23,MARCY,11,8,3,0,0,6
2020-04-23,MIDSTATE,16,8,8,0,0,0
2020-04-23,MOHAWK,13,2,9,2,0,1
2020-04-23,MORIAH,0,0,0,0,0,0
2020-04-23,OGDENSBURG,0,0,0,0,0,0
2020-04-23,ORLEANS,2,0,2,0,0,0
2020-04-23,OTISVILLE,30,18,4,8,1,5
2020-04-23,QUEENSBORO,1,1,0,0,1,0
2020-04-23,RIVERVIEW,2,0,2,0,0,0
2020-04-23,ROCHESTER,0,0,0,0,0,0
2020-04-23,SHAWANGUNK,13,10,2,1,0,2
2020-04-23,SING SING,56,48,7,1,4,25
2020-04-23,SOUTHPORT,9,7,1,1,0,1
2020-04-23,SULLIVAN,1,0,1,0,0,0
2020-04-23,TACONIC,1,1,0,0,0,0
2020-04-23,ULSTER,5,1,4,0,0,1
2020-04-23,UPSTATE,0,0,0,0,0,0
2020-04-23,WALLKILL,2,2,0,0,0,0
2020-04-23,WASHINGTON,0,0,0,0,0,0
2020-04-23,WATERTOWN,0,0,0,0,0,0
2020-04-23,WENDE,31,24,5,2,0,11
2020-04-23,WILLARD,1,0,1,0,0,0
2020-04-23,WOODBOURNE,0,0,0,0,0,0
2020-04-23,WYOMING,1,0,1,0,0,0
2020-04-22,DOCCS,415,263,116,36,7,95
2020-04-22,ADIRONDACK,0,0,0,0,0,0
2020-04-22,ALBION,2,0,2,0,0,0
2020-04-22,ALTONA,1,0,1,0,0,0
2020-04-22,ATTICA,1,1,0,0,0,0
2020-04-22,AUBURN,2,0,2,0,0,0
2020-04-22,BARE HILL,2,0,2,0,0,0
2020-04-22,BEDFORD HILL,34,28,2,4,0,10
2020-04-22,CAPE VINCENT,0,0,0,0,0,0
2020-04-22,CAYUGA,1,0,1,0,0,0
2020-04-22,CLINTON,11,1,10,0,0,1
2020-04-22,COLLINS,3,0,3,0,0,0
2020-04-22,COXSACKIE,9,1,8,0,0,0
2020-04-22,DOWNSTATE,5,1,3,1,0,1
2020-04-22,EASTERN,13,12,1,0,0,2
2020-04-22,EDGECOMBE,0,0,0,0,0,0
2020-04-22,ELMIRA,5,0,5,0,0,0
2020-04-22,FISHKILL,66,61,5,0,1,19
2020-04-22,FIVE POINTS,1,0,1,0,0,0
2020-04-22,FRANKLIN,9,1,8,0,0,1
2020-04-22,GOUVERNEUR,2,0,2,0,0,0
2020-04-22,GOWANDA,1,0,1,0,0,0
2020-04-22,GREAT MEADOW,24,12,5,7,0,5
2020-04-22,GREEN HAVEN,28,19,6,3,0,8
2020-04-22,GREENE,2,0,1,1,0,0
2020-04-22,GROVELAND,1,0,1,0,0,0
2020-04-22,HALE CREEK,0,0,0,0,0,0
2020-04-22,HUDSON,0,0,0,0,0,0
2020-04-22,LAKEVIEW,1,0,1,0,0,0
2020-04-22,MARCY,11,8,3,0,0,6
2020-04-22,MIDSTATE,15,7,4,4,0,0
2020-04-22,MOHAWK,11,1,9,1,0,0
2020-04-22,MORIAH,0,0,0,0,0,0
2020-04-22,OGDENSBURG,0,0,0,0,0,0
2020-04-22,ORLEANS,2,0,2,0,0,0
2020-04-22,OTISVILLE,30,17,4,9,1,5
2020-04-22,QUEENSBORO,1,1,0,0,1,0
2020-04-22,RIVERVIEW,2,0,2,0,0,0
2020-04-22,ROCHESTER,0,0,0,0,0,0
2020-04-22,SHAWANGUNK,13,10,2,1,0,2
2020-04-22,SING SING,56,48,6,2,4,23
2020-04-22,SOUTHPORT,9,7,1,1,0,1
2020-04-22,SULLIVAN,1,0,1,0,0,0
2020-04-22,TACONIC,1,1,0,0,0,0
2020-04-22,ULSTER,5,1,4,0,0,0
2020-04-22,UPSTATE,0,0,0,0,0,0
2020-04-22,WALLKILL,2,2,0,0,0,0
2020-04-22,WASHINGTON,0,0,0,0,0,0
2020-04-22,WATERTOWN,0,0,0,0,0,0
2020-04-22,WENDE,30,23,5,2,0,11
2020-04-22,WILLARD,1,0,1,0,0,0
2020-04-22,WOODBOURNE,0,0,0,0,0,0
2020-04-22,WYOMING,1,0,1,0,0,0
2020-04-21,DOCCS,391,239,111,41,6,79
2020-04-21,ADIRONDACK,0,0,0,0,0,0
2020-04-21,ALBION,2,0,2,0,0,0
2020-04-21,ALTONA,1,0,1,0,0,0
2020-04-21,ATTICA,1,1,0,0,0,0
2020-04-21,AUBURN,2,0,2,0,0,0
2020-04-21,BARE HILL,2,0,2,0,0,0
2020-04-21,BEDFORD HILL,32,25,2,5,0,4
2020-04-21,CAPE VINCENT,0,0,0,0,0,0
2020-04-21,CAYUGA,1,0,0,1,0,0
2020-04-21,CLINTON,11,1,10,0,0,1
2020-04-21,COLLINS,3,0,3,0,0,0
2020-04-21,COXSACKIE,9,1,8,0,0,0
2020-04-21,DOWNSTATE,5,1,3,1,0,1
2020-04-21,EASTERN,11,10,1,0,0,0
2020-04-21,EDGECOMBE,0,0,0,0,0,0
2020-04-21,ELMIRA,5,0,5,0,0,0
2020-04-21,FISHKILL,57,50,6,1,0,18
2020-04-21,FIVE POINTS,1,0,1,0,0,0
2020-04-21,FRANKLIN,9,1,8,0,0,1
2020-04-21,GOUVERNEUR,2,0,2,0,0,0
2020-04-21,GOWANDA,1,0,0,1,0,0
2020-04-21,GREAT MEADOW,22,12,5,5,0,5
2020-04-21,GREEN HAVEN,22,19,3,0,0,8
2020-04-21,GREENE,2,0,1,1,0,0
2020-04-21,GROVELAND,1,0,1,0,0,0
2020-04-21,HALE CREEK,0,0,0,0,0,0
2020-04-21,HUDSON,0,0,0,0,0,0
2020-04-21,LAKEVIEW,1,0,1,0,0,0
2020-04-21,MARCY,11,7,3,1,0,6
2020-04-21,MIDSTATE,13,5,4,4,0,0
2020-04-21,MOHAWK,11,1,9,1,0,0
2020-04-21,MORIAH,0,0,0,0,0,0
2020-04-21,OGDENSBURG,0,0,0,0,0,0
2020-04-21,ORLEANS,2,0,2,0,0,0
2020-04-21,OTISVILLE,30,12,4,14,1,5
2020-04-21,QUEENSBORO,1,1,0,0,1,0
2020-04-21,RIVERVIEW,2,0,2,0,0,0
2020-04-21,ROCHESTER,0,0,0,0,0,0
2020-04-21,SHAWANGUNK,17,14,2,1,0,2
2020-04-21,SING SING,51,43,6,2,4,17
2020-04-21,SOUTHPORT,9,7,1,1,0,0
2020-04-21,SULLIVAN,1,0,1,0,0,0
2020-04-21,TACONIC,1,1,0,0,0,0
2020-04-21,ULSTER,5,1,4,0,0,0
2020-04-21,UPSTATE,0,0,0,0,0,0
2020-04-21,WALLKILL,3,3,0,0,0,0
2020-04-21,WASHINGTON,0,0,0,0,0,0
2020-04-21,WATERTOWN,0,0,0,0,0,0
2020-04-21,WENDE,30,23,5,2,0,11
2020-04-21,WILLARD,1,0,1,0,0,0
2020-04-21,WOODBOURNE,0,0,0,0,0,0
2020-04-21,WYOMING,0,0,0,0,0,0
2020-04-20,DOCCS,358,219,90,49,5,62
2020-04-20,ADIRONDACK,0,0,0,0,0,0
2020-04-20,ALBION,2,0,1,1,0,0
2020-04-20,ALTONA,1,0,1,0,0,0
2020-04-20,ATTICA,1,1,0,0,0,0
2020-04-20,AUBURN,2,0,2,0,0,0
2020-04-20,BARE HILL,2,0,2,0,0,0
2020-04-20,BEDFORD HILL,28,21,2,5,0,4
2020-04-20,CAYUGA,1,0,0,1,0,0
2020-04-20,CLINTON,11,1,10,0,0,1
2020-04-20,COLLINS,2,0,2,0,0,0
2020-04-20,COXSACKIE,9,1,8,0,0,0
2020-04-20,DOWNSTATE,4,1,1,2,0,1
2020-04-20,EASTERN,9,8,1,0,0,0
2020-04-20,EDGECOMBE,0,0,0,0,0,0
2020-04-20,ELMIRA,1,0,0,1,0,0
2020-04-20,FISHKILL,50,45,5,0,0,10
2020-04-20,FIVE POINTS,1,0,0,1,0,0
2020-04-20,FRANKLIN,9,1,8,0,0,1
2020-04-20,GOUVERNEUR,2,0,2,0,0,0
2020-04-20,GOWANDA,1,0,0,1,0,0
2020-04-20,GREAT MEADOW,20,10,4,6,0,3
2020-04-20,GREEN HAVEN,21,18,3,0,0,7
2020-04-20,GREENE,2,0,1,1,0,0
2020-04-20,GROVELAND,1,0,1,0,0,0
2020-04-20,HUDSON,0,0,0,0,0,0
2020-04-20,LAKEVIEW,1,0,1,0,0,0
2020-04-20,MARCY,11,7,3,1,0,6
2020-04-20,MIDSTATE,13,5,4,4,0,0
2020-04-20,MOHAWK,11,1,4,6,0,0
2020-04-20,ORLEANS,2,0,1,1,0,0
2020-04-20,OTISVILLE,19,8,3,8,1,3
2020-04-20,QUEENSBORO,1,1,0,0,1,0
2020-04-20,RIVERVIEW,2,0,1,1,0,0
2020-04-20,SHAWANGUNK,16,9,3,4,0,2
2020-04-20,SING SING,49,43,5,1,3,13
2020-04-20,SOUTHPORT,9,7,1,1,0,0
2020-04-20,SULLIVAN,1,0,1,0,0,0
2020-04-20,TACONIC,1,1,0,0,0,0
2020-04-20,ULSTER,5,1,4,0,0,0
2020-04-20,WALLKILL,6,6,0,0,0,0
2020-04-20,WASHINGTON,0,0,0,0,0,0
2020-04-20,WATERTOWN,0,0,0,0,0,0
2020-04-20,WENDE,30,23,5,2,0,11
2020-04-20,WILLARD,1,0,0,1,0,0
2020-04-20,WOODBOURNE,0,0,0,0,0,0
2020-04-20,WYOMING,0,0,0,0,0,0
